name,number,birth,position,height/weight,career,down_payment,salary,rank,year,image,team
 페냐,No.20,1990년 01월 25일,투수(우투우타),188cm/99kg, 도미니카 Centro de Desarrollo y Crecimiento Credy,100000달러,550000달러,22 한화 자유선발,22한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52720.jpg,한화
 페디,No.13,1993년 02월 25일,투수(우투우타),193cm/92kg," 미국 Nevada, Las Vegas(대)",200000달러,800000달러,23 NC 자유선발,23NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53913.jpg,NC
 피렐라,No.63,1989년 11월 21일,외야수(우투우타),183cm/99kg, 베네수엘라 Manuel Segundo Sanchez(고),100000달러,1200000달러,21 삼성 자유선발,21삼성,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51463.jpg,삼성
 하영민,No.50,1995년 05월 07일,투수(우투우타),180cm/74kg, 광주수창초-진흥중-진흥고-히어로즈,15000만원,6500만원,14 넥센 2차 1라운드 4순위,14넥센,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/64350.jpg,키움
 하재훈,No.13,1990년 10월 29일,외야수(우투우타),182cm/90kg, 양덕초-마산동중-용마고-SK,,5500만원,19 SK 2차 2라운드 16순위,09시카고컵스,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69813.jpg,SSG
 하준영,No.39,1999년 09월 06일,투수(좌투좌타),182cm/79kg, 서울이수초-성남중-성남고-KIA,11000만원,7500만원,18 KIA 2차 2라운드 16순위,18KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68639.jpg,NC
 하준호,No.28,1989년 04월 29일,투수(좌투좌타),174cm/78kg, 하단초-대동중-경남고-롯데,16000만원,4500만원,08 롯데 2차 1라운드 2순위,08롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/78517.jpg,KT
 한동희,No.25,1999년 06월 01일,내야수(우투우타),182cm/108kg, 부산대연초-경남중-경남고,18000만원,19260만원,18 롯데 1차,18롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68525.jpg,롯데
 한승주,No.59,2001년 03월 17일,투수(우투우타),184cm/83kg, 부산수영초-대천중-부산고,11000만원,3100만원,20 한화 2차 2라운드 18순위,20한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50726.jpg,한화
 한승택,No.26,1994년 06월 21일,포수(우투우타),174cm/83kg, 잠전초(남양주리틀)-잠신중-덕수고-한화-경찰,9000만원,8000만원,13 한화 3라운드 23순위,13한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/63722.jpg,KIA
 한유섬,No.35,1989년 08월 09일,외야수(우투좌타),190cm/105kg, 중앙초(해운대리틀)-대천중-경남고-경성대-SK-상무-SK,3000만원,50000만원,12 SK 9라운드 85순위,12SK,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62895.jpg,SSG
 한재승,No.60,2001년 11월 21일,투수(우투우타),180cm/90kg, 동막초-상인천중-인천고,7000만원,3200만원,21 NC 2차 4라운드 36순위,21NC,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/51994.jpg,NC
 한준수,No.55,1999년 02월 13일,포수(우투좌타),184cm/95kg, 광주서석초-광주동성중-광주동성고,16000만원,3100만원,18 KIA 1차,18KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/68646.jpg,KIA
 한현희,No.16,1993년 06월 25일,투수(우언우타),182cm/98kg, 동삼초-경남중-경남고-히어로즈-키움,23000만원,20000만원,12 넥센 1라운드 2순위,12넥센,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/62363.jpg,롯데
 허경민,No.13,1990년 08월 26일,내야수(우투우타),176cm/69kg, 송정동초-충장중-광주제일고-두산-경찰,13000만원,120000만원,09 두산 2차 1라운드 7순위,09두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/79240.jpg,두산
 허관회,No.48,1999년 02월 12일,포수(우투우타),176cm/93kg, 경동초(의정부리틀)-건대부중-경기고,3000만원,3300만원,19 한화 2차 9라운드 83순위,20한화,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/69706.jpg,한화
 허도환,No.30,1984년 07월 31일,포수(우투우타),176cm/87kg, 서울학동초-서울이수중-서울고-단국대-두산-히어로즈-한화-SK-KT,,10000만원,03 두산 2차 7라운드 56순위,07두산,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/77243.jpg,LG
 홍건희,No.17,1992년 09월 29일,투수(우투우타),187cm/97kg, 화순초-화순중-화순고-KIA-상무-KIA,14000만원,30000만원,11 KIA 2라운드 9순위,11KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/61643.jpg,두산
 홍정우,No.11,1996년 03월 16일,투수(우투우타),182cm/85kg, 도신초-강남중-충암고-경찰,8000만원,6300만원,15 삼성 2차 4라운드 35순위,16경찰,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65496.jpg,삼성
 홍창기,No.51,1993년 11월 21일,외야수(우투좌타),189cm/94kg, 대일초-매송중-안산공고-건국대-LG-경찰,8000만원,30000만원,16 LG 2차 3라운드 27순위,16LG,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/66108.jpg,LG
 황대인,No.52,1996년 02월 10일,내야수(우투우타),178cm/100kg, 군산신풍초-자양중-경기고-KIA-상무,16000만원,13000만원,15 KIA 2차 1라운드 2순위,15KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/65610.jpg,KIA
 황동하,No.10,2002년 07월 30일,투수(우투우타),183cm/96kg, 전주진북초-전라중-인상고,4000만원,3000만원,22 KIA 2차 7라운드 65순위,23KIA,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/52641.jpg,KIA
 황성빈,No.1,1997년 12월 19일,외야수(우투좌타),172cm/76kg, 관산초-안산중앙중-소래고-경남대,7000만원,7200만원,20 롯데 2차 5라운드 44순위,22롯데,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/50500.jpg,롯데
 황재균,No.10,1987년 07월 28일,내야수(우투우타),183cm/96kg, 사당초-서울이수중-경기고-현대-히어로즈-롯데-샌프란시스코,6000만원,100000만원,06 현대 2차 3라운드 24순위,06현대,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/76313.jpg,KT
 후라도,No.75,1996년 01월 30일,투수(우투우타),188cm/109kg, 파나마 San Judas Tadeo(고),,850000달러,23 키움 자유선발,23키움,//lgcxydabfbch3774324.cdn.ntruss.com/KBO_IMAGE/person/middle/2023/53375.jpg,키움
