이름,구단,연도,포지션,WAR*,타율,OPS,wRC+,WPA,타점율,삼진율,볼삼비,순도루성공,병살율
나주환,KIA,21,3B,-0.39,0.161,0.318,-27.9,-0.5,0.0967741935,0.387096774,0,0,0.064516129
오정환,KIA,19,2B,-0.48,0.143,0.286,-39.7,-0.74,0.0357142857,0.428571429,0,-2,0.0357142857
김태진,KIA,20,3B,-0.57,0.244,0.549,44.7,-0.6,0.0944444444,0.127777778,0.38961039,3,0.0111111111
최원준,KIA,19,3B,-0.65,0.198,0.545,46.6,-1.6,0.0775862069,0.219827586,0.313111546,4,0.0172413793
황윤호,KIA,18,SS,-0.7,0.158,0.375,-14.3,0.02,0.0701754386,0.105263158,0,0,0.0350877193
김규성,KIA,20,2B,-1,0.178,0.507,21.6,-1.85,0.0700636943,0.25477707,0.324189526,1,0.00636942675
박찬호,KIA,20,SS,-1.14,0.221,0.548,40.2,-1.96,0.0751565762,0.181628392,0.413318025,7,0.0292275574
로하스,kt,20,RF,7.76,0.349,1.097,180.5,7.29,0.245454545,0.24,0.492051476,-1,0.02
강백호,kt,21,1B,6.35,0.347,0.971,165.5,5.78,0.197674419,0.164728682,1.210340776,5,0.0135658915
로하스,kt,18,CF,5.66,0.305,0.979,138.5,5.41,0.20212766,0.25177305,0.499648135,5,0.0177304965
로하스,kt,19,CF,5.49,0.321,0.905,151.3,1.2,0.2,0.230769231,0.399666944,0,0.00769230769
황재균,kt,20,3B,5.13,0.312,0.882,129.6,3.52,0.179297597,0.181146026,0.479102956,5,0.022181146
강백호,kt,19,RF,4.74,0.336,0.913,157.4,3.83,0.148741419,0.199084668,0.700344432,4,0.0251716247
강백호,kt,20,1B,4.74,0.33,0.955,149.2,3.13,0.178,0.186,0.708915145,5,0.014
황재균,kt,19,3B,4.05,0.284,0.825,130.2,2.18,0.149888143,0.156599553,0.741797432,3,0.0223713647
박병호,kt,22,1B,3.85,0.275,0.909,147.8,3.71,0.228438228,0.305361305,0.305110603,2,0.0163170163
배정대,kt,20,CF,3.55,0.289,0.792,110.3,0.95,0.12195122,0.26641651,0.478536242,9,0.0168855535
유한준,kt,18,RF,3.48,0.339,0.939,134.5,2.84,0.193925234,0.123831776,0.885122411,0,0.0210280374
유한준,kt,19,DH,3.46,0.317,0.826,133.6,4.09,0.171656687,0.121756487,0.85106383,3,0.0399201597
황재균,kt,18,3B,3.4,0.296,0.885,115.5,1.96,0.166037736,0.226415094,0.407993339,7,0.00943396226
장성우,kt,22,C,3.39,0.26,0.792,121.8,0.5,0.151933702,0.218232044,0.657395702,1,0.0331491713
배정대,kt,21,CF,3.02,0.259,0.732,101.1,-1.05,0.133333333,0.258823529,0.492051476,12,0.0176470588
황재균,kt,21,3B,2.93,0.291,0.76,108.4,-0.32,0.123620309,0.203090508,0.499457112,7,0.0242825607
조용호,kt,22,RF,2.66,0.308,0.756,115.8,1.99,0.0928270042,0.156118143,0.661268556,1,0.00632911392
황재균,kt,22,3B,2.65,0.262,0.713,99.6,-0.18,0.123314066,0.190751445,0.53481332,3,0.0327552987
배정대,kt,22,CF,2.58,0.266,0.695,96.7,-0.18,0.11023622,0.248031496,0.428231562,15,0.00393700787
박경수,kt,18,2B,2.51,0.262,0.826,104,1.52,0.161572052,0.281659389,0.449264136,3,0.0349344978
알포드,kt,22,LF,2.47,0.286,0.871,139.7,2.04,0.176678445,0.318021201,0.366259711,4,0.0106007067
박경수,kt,20,2B,2.39,0.281,0.835,118.7,0.77,0.182098765,0.296296296,0.499479709,-1,0.0432098765
장성우,kt,20,C,2.22,0.278,0.75,92.1,0.62,0.1975,0.16,0.592823713,0,0.0375
박경수,kt,19,2B,2.21,0.248,0.712,98.4,0.3,0.154761905,0.242857143,0.538687561,-1,0.0333333333
강백호,kt,18,LF,2.1,0.29,0.879,115.3,2.81,0.159392789,0.235294118,0.419016922,-2,0.00759013283
심우준,kt,19,SS,1.92,0.279,0.668,81.9,-1.54,0.0716112532,0.173913043,0.33773862,21,0.0179028133
유한준,kt,21,DH,1.87,0.31,0.831,130.5,1.27,0.149466192,0.120996441,1.290322581,1,0.0427046263
김준태,kt,22,C,1.82,0.273,0.762,113,0.54,0.116883117,0.333333333,0.428015564,2,0.0173160173
심우준,kt,21,SS,1.74,0.268,0.694,83.3,-0.16,0.117936118,0.15970516,0.491551459,10,0.00491400491
장성우,kt,21,C,1.73,0.231,0.711,90.6,1.25,0.163636364,0.179220779,0.868306802,-1,0.0415584416
심우준,kt,22,SS,1.55,0.24,0.617,72,-1.06,0.087628866,0.193298969,0.572569907,21,0.0283505155
조용호,kt,20,LF,1.48,0.296,0.725,99.7,1.84,0.0782396088,0.202933985,0.770156438,9,0.0146699267
장성우,kt,19,C,1.32,0.263,0.666,83.6,-1.85,0.112328767,0.235616438,0.406504065,-1,0.0301369863
김병희,kt,21,3B,1.15,0.294,1.11,189.8,1.1,0.254901961,0.274509804,0.921985816,3,0
김민혁,kt,19,LF,1,0.281,0.648,82.7,-0.27,0.0686695279,0.130901288,0.523731588,12,0.017167382
오승택,kt,19,1B,0.89,0.278,0.728,101.2,0.48,0.117647059,0.20855615,0.281329923,9,0.0213903743
김민혁,kt,21,LF,0.87,0.316,0.786,115.7,0.14,0.0760233918,0.157894737,0.73800738,3,0.0175438596
오윤석,kt,22,2B,0.84,0.234,0.665,86.1,0.26,0.129370629,0.241258741,0.492040521,1,0.0314685315
장성우,kt,18,C,0.79,0.258,0.726,79.1,-1.09,0.134831461,0.230337079,0.389768575,0,0.0224719101
호잉,kt,21,RF,0.76,0.239,0.73,93.5,-0.01,0.200772201,0.200772201,0.499040307,3,0.00772200772
윤석민,kt,18,1B,0.74,0.276,0.785,92.2,0.31,0.130434783,0.15,0.578871201,3,0.0369565217
유한준,kt,20,DH,0.63,0.28,0.756,99.2,0.83,0.165803109,0.132124352,0.782778865,0,0.0233160622
오윤석,kt,21,2B,0.59,0.253,0.751,106.1,-0.71,0.115789474,0.273684211,0.766283525,2,0.0210526316
알몬테,kt,21,LF,0.57,0.272,0.744,102.5,-0.46,0.160714286,0.21875,0.448065173,1,0.0401785714
조용호,kt,19,RF,0.53,0.293,0.72,103.2,0.17,0.10106383,0.14893617,0.747330961,-1,0
이진영,kt,18,DH,0.48,0.318,0.787,98.4,1.46,0.137809187,0.123674912,0.712250712,1,0.0106007067
송민섭,kt,21,RF,0.46,0.234,0.624,73.1,0.35,0.14893617,0.446808511,0.568720379,14,0
권동진,kt,21,SS,0.42,0.258,0.796,124.9,-0.03,0.0909090909,0.454545455,0.598006645,0,0
조용호,kt,21,LF,0.39,0.236,0.622,77.7,0.21,0.112149533,0.198598131,0.869565217,3,0.0186915888
박승욱,kt,20,2B,0.34,0.264,0.704,87,-0.37,0.0909090909,0.336363636,0.296495957,4,0.00909090909
허도환,kt,21,C,0.29,0.276,0.73,82.1,0.19,0.2,0.266666667,0.284697509,0,0.0285714286
문상철,kt,20,1B,0.28,0.26,0.775,94.6,-0.98,0.162337662,0.279220779,0.255220418,-1,0.025974026
강민국,kt,19,SS,0.28,0.273,0.615,72.6,-0.14,0.0795454545,0.193181818,0.350877193,2,0.0227272727
신본기,kt,21,2B,0.26,0.237,0.636,74.7,-0.52,0.10982659,0.25433526,0.498866213,-1,0.0346820809
장준원,kt,22,2B,0.23,0.246,0.722,86.8,0.12,0.175438596,0.298245614,0.175438596,1,0.0877192982
허도환,kt,20,C,0.23,0.264,0.644,78.3,0.56,0.0943396226,0.283018868,0.397350993,0,0.0377358491
라모스,kt,22,RF,0.21,0.25,0.721,96.5,-0.16,0.152777778,0.25,0.220994475,2,0.0277777778
송민섭,kt,19,RF,0.21,0.302,0.736,110.6,0.31,0.0754716981,0.245283019,0.534351145,-3,0
천성호,kt,21,2B,0.19,0.286,0.671,92.1,0.25,0.0952380952,0.214285714,0.32967033,1,0
박경수,kt,21,2B,0.1,0.192,0.648,72.4,-0.95,0.138075314,0.317991632,0.446780552,-1,0.0292887029
김민혁,kt,22,LF,0.1,0.284,0.671,83.6,0.07,0.0938337802,0.166219839,0.595813205,-3,0.0268096515
문상철,kt,22,1B,0.07,0.224,0.677,84.3,-0.27,0.0816326531,0.346938776,0.175438596,1,0.0408163265
강현우,kt,20,C,0.04,0.2,0.617,54,0.02,0.1,0.366666667,0.18018018,0,0.0333333333
이준수,kt,19,C,0.03,0.194,0.592,71.2,-0.04,0.0833333333,0.305555556,0.810810811,0,0.0277777778
강백호,kt,22,DH,0.02,0.245,0.683,88.8,0.16,0.122362869,0.185654008,0.52154195,0,0.0253164557
이홍구,kt,20,C,0.02,0.194,0.682,69,-0.14,0.138888889,0.277777778,0.297029703,0,0
오태곤,kt,20,LF,-0.01,0.22,0.571,54,0.01,0.1,0.32,0.0621118012,1,0.04
홍현빈,kt,18,LF,-0.02,0.231,0.564,52.8,-0.02,0.0769230769,0.384615385,0.392156863,1,0
이준수,kt,18,C,-0.02,0.25,0.583,40.6,0.05,0.125,0.125,0,0,0.125
김건형,kt,21,RF,-0.03,0.212,0.576,60.4,0.06,0,0.181818182,0.983606557,1,0
홍현빈,kt,22,RF,-0.04,0.237,0.589,60.2,-0.77,0.0131578947,0.342105263,0.383141762,4,0.0131578947
이대형,kt,19,,-0.07,0.143,0.53,58.6,-0.1,0.285714286,0.357142857,0.784313725,0,0
문상철,kt,21,DH,-0.07,0.211,0.623,67.8,-0.84,0.168421053,0.347368421,0.241691843,2,0.0105263158
문상철,kt,19,1B,-0.07,0.203,0.591,61.3,-0.28,0.118644068,0.440677966,0.153256705,2,0.0169491525
정현,kt,18,SS,-0.07,0.265,0.694,63.2,-1.26,0.0769230769,0.239316239,0.320284698,3,0.0256410256
오태곤,kt,19,DH,-0.08,0.22,0.604,70.7,-0.33,0.0792682927,0.237804878,0.511508951,8,0.0243902439
심우준,kt,20,SS,-0.09,0.235,0.591,50.2,-2.65,0.107142857,0.205882353,0.377166157,24,0.0147058824
심우준,kt,18,SS,-0.09,0.259,0.674,59.5,-0.42,0.0790190736,0.158038147,0.344234079,0,0.0108991826
이시원,kt,22,RF,-0.09,0.133,0.321,-11.5,-0.05,0.0666666667,0.266666667,0,2,0
오태곤,kt,18,LF,-0.1,0.254,0.731,76.5,-0.03,0.114035088,0.269005848,0.260586319,5,0.0204678363
강민국,kt,21,2B,-0.1,0.244,0.581,50.6,-0.17,0.0888888889,0.133333333,0.491803279,0,0.0222222222
김진곤,kt,19,CF,-0.1,0.267,0.646,67.5,0.03,0.2,0.266666667,0.24691358,0,0.0333333333
정현,kt,19,2B,-0.1,0.111,0.311,-13.6,-0.14,0.111111111,0.222222222,0.476190476,0,0.111111111
김사연,kt,18,RF,-0.12,0.2,0.606,41.8,0.28,0.111111111,0.288888889,0.229007634,0,0.0444444444
유준규,kt,22,DH,-0.12,0.214,0.481,26.3,-0.17,0,0.428571429,0.163934426,0,0
남태혁,kt,18,,-0.14,0.182,0.364,-21.8,-0.15,0,0.272727273,0,0,0
이해창,kt,18,C,-0.15,0.216,0.655,54.5,-0.69,0.148148148,0.302469136,0.16293279,-3,0.0185185185
박승욱,kt,19,1B,-0.15,0.244,0.617,65.2,-1.54,0.0622009569,0.215311005,0.266075388,3,0.023923445
김민혁,kt,20,LF,-0.16,0.239,0.659,73.1,0.86,0.112612613,0.189189189,0.522565321,4,0.018018018
김동명,kt,18,RF,-0.16,0.091,0.258,-41,-0.16,0,0.363636364,0.243902439,0,0
고명성,kt,19,SS,-0.17,0.125,0.347,-1.3,-0.19,0,0.4375,0.281690141,0,0.0625
김병희,kt,20,3B,-0.18,0.143,0.422,-10.9,-0.19,0.0952380952,0.333333333,0,0,0
김영환,kt,19,,-0.19,0.071,0.205,-51.5,-0.39,0,0.214285714,0.322580645,0,0.0714285714
김준태,kt,21,C,-0.22,0.118,0.284,-29.5,-0.56,0,0.294117647,0.196078431,0,0.0588235294
김태훈,kt,21,RF,-0.22,0.23,0.589,52,0.21,0.0689655172,0.218390805,0.104712042,1,0.0114942529
송민섭,kt,20,RF,-0.24,0.195,0.633,54.1,-0.06,0.12195122,0.317073171,0.381679389,1,0
김영환,kt,20,2B,-0.24,0,0,-126,0.03,0,0.333333333,0,0,0
천성호,kt,20,2B,-0.25,0.203,0.532,44.2,-0.41,0.0144927536,0.217391304,0.463576159,0,0
이창진,kt,18,LF,-0.25,0.154,0.378,-15.2,-0.33,0,0.115384615,0,0,0.0769230769
김태훈,kt,22,1B,-0.26,0,0,-124,-0.27,0,0.2,0,0,0
전민수,kt,18,LF,-0.26,0.172,0.57,40.6,-0.32,0.137931034,0.379310345,0.45045045,0,0
배정대,kt,19,CF,-0.27,0.203,0.537,46.7,-0.7,0.0810810811,0.310810811,0.303030303,-2,0.027027027
김진곤,kt,18,RF,-0.29,0.143,0.408,-2,-0.19,0,0.142857143,0.64516129,-2,0
권동진,kt,22,2B,-0.29,0.132,0.364,-12.6,-0.26,0.105263158,0.421052632,0.0621118012,4,0
김병희,kt,22,1B,-0.31,0.203,0.564,63,-0.37,0.0810810811,0.351351351,0.268199234,-3,0.027027027
홍현빈,kt,21,LF,-0.32,0.182,0.364,-24,0.13,0,0.727272727,0,-1,0
이해창,kt,19,C,-0.35,0.125,0.311,-17.8,-0.89,0,0.275,0.18018018,0,0
하준호,kt,18,LF,-0.35,0.136,0.455,-29.8,-0.2,0.0909090909,0.636363636,0,0,0
홍현빈,kt,20,LF,-0.36,0,0.217,-41.9,-0.14,0.0555555556,0.277777778,0.980392157,-1,0
오준혁,kt,18,LF,-0.38,0.148,0.348,-22.5,-0.54,0.0740740741,0.296296296,0.24691358,0,0
송민섭,kt,18,LF,-0.41,0.148,0.327,-31.6,-0.38,0,0.296296296,0.12345679,1,0.037037037
이홍구,kt,21,C,-0.43,0.164,0.408,-6.2,-0.48,0.127272727,0.509090909,0.0711743772,0,0.0727272727
신본기,kt,22,SS,-0.47,0.182,0.485,32.6,-1.75,0.0661157025,0.231404959,0.355871886,-1,0.041322314
안승한,kt,19,C,-0.47,0.136,0.333,-18.6,-0.87,0.113636364,0.295454545,0.0763358779,0,0.0227272727
강민국,kt,20,2B,-0.52,0.224,0.524,29.7,-0.31,0.0841121495,0.186915888,0.348258706,-1,0
송민섭,kt,22,RF,-0.53,0.156,0.452,17.1,-0.59,0.046875,0.296875,0.261780105,-2,0
윤석민,kt,19,1B,-0.67,0.231,0.548,47.6,-1.35,0.100591716,0.142011834,0.290456432,0,0.0236686391
박기혁,kt,18,SS,-0.8,0.214,0.538,28.9,-1.86,0.0867052023,0.289017341,0.259481038,1,0.0462427746
박경수,kt,22,2B,-1.01,0.12,0.427,21.9,-2.16,0.0602409639,0.421686747,0.342368046,0,0.0180722892
