이름,구단,연도,WAR,승리기여율,이닝,볼삼비,삼진율,ERA,ERA+,FIP,FIP+,WHIP,WPA
송윤준,한화,2021,0.24,0.1176470588235294,12.2,1.3114754098360657,0.6557377049180328,3.55,123.3,4.75,93.8,1.42,-0.02
배동현,한화,2021,0.23,0.0,38.0,1.0358565737051793,0.6842105263157895,4.5,97.3,5.28,84.5,1.55,-0.76
권혁,한화,2018,0.22,0.1875,11.0,2.682926829268293,1.0,4.91,107.9,5.29,101.5,1.18,-0.19
서균,한화,2018,0.2,0.1964285714285714,37.1,1.3664596273291925,0.5929919137466307,5.79,91.6,6.94,76.8,1.47,-0.0
송창식,한화,2018,0.18,0.0833333333333333,12.2,1.951219512195122,0.6557377049180328,4.97,106.5,5.81,91.8,1.5,-0.0
윤규진,한화,2018,0.18,0.1176470588235294,84.0,2.691029900332226,0.9642857142857144,5.89,89.9,5.36,100.0,1.54,-1.53
임준섭,한화,2019,0.17,0.0357142857142857,49.1,0.9252669039145908,0.5295315682281059,4.2,98.7,4.38,95.9,1.7,-0.6
김종수,한화,2018,0.17,0.0,5.0,10.0,0.2,1.8,294.4,6.03,88.3,0.6,-0.02
김성훈,한화,2019,0.16,0.0,22.1,1.7218543046357615,1.176470588235294,4.84,85.7,4.97,83.6,1.75,-0.52
임준섭,한화,2018,0.16,0.0,8.1,0.9836065573770492,0.7407407407407408,4.32,122.7,6.47,82.2,1.68,-0.0
채드벨,한화,2020,0.16,0.125,77.0,1.7378917378917378,0.7922077922077922,5.96,79.3,5.18,92.5,1.56,-1.01
장민재,한화,2019,0.16,0.2727272727272727,119.1,3.8007380073800734,0.8648194794290512,5.43,76.3,4.03,102.7,1.48,-1.45
김경태,한화,2019,0.16,0.0,11.0,1.234567901234568,0.9090909090909092,4.09,101.3,3.77,111.8,2.0,-0.56
윤호솔,한화,2022,0.13,0.1346153846153846,42.1,1.1743772241992882,0.7838479809976246,4.04,100.2,4.24,96.2,1.68,-0.91
박윤철,한화,2019,0.13,0.0,30.0,0.6976744186046512,0.7,5.1,81.2,7.04,59.4,1.73,-0.21
류희운,한화,2022,0.13,0.0,6.0,0.819672131147541,0.8333333333333334,3.0,134.9,5.67,71.9,1.83,-0.0
김종수,한화,2021,0.11,0.1224489795918367,46.2,1.1838006230529594,0.8225108225108224,4.82,90.8,5.9,75.5,1.41,-0.2
임준섭,한화,2022,0.11,0.0,3.2,0.0,0.0,2.45,164.9,4.98,82.1,1.64,-0.03
이민우,한화,2022,0.07,0.0,40.2,1.5602836879432624,0.5472636815920398,5.31,76.2,4.32,94.3,1.57,-0.58
김범수,한화,2021,0.05,0.1851851851851851,70.2,1.66270783847981,0.9971509971509972,5.22,83.9,3.55,125.8,1.56,-1.36
송윤준,한화,2022,0.03,0.0,4.1,1.4285714285714286,0.7317073170731708,6.23,65.0,4.72,86.4,1.15,0.01
송창현,한화,2019,0.03,0.0,12.2,1.2195121951219514,0.4098360655737705,6.39,64.8,7.67,54.0,1.5,-0.26
이현호,한화,2020,0.02,0.0,15.1,1.4851485148514851,0.9933774834437088,6.46,73.2,7.14,67.1,1.83,-0.84
김진욱,한화,2018,0.02,0.0,5.2,1.2903225806451613,0.7692307692307692,6.35,83.4,5.6,94.0,1.59,-0.04
강승현,한화,2018,0.02,0.0,1.2,20.0,1.6666666666666667,5.4,98.1,9.23,59.3,1.8,0.0
윤산흠,한화,2021,-0.0,0.0,3.0,0.9523809523809524,0.6666666666666666,6.0,73.0,6.0,74.3,3.0,-0.06
오동욱,한화,2021,-0.0,0.0588235294117647,25.0,0.8074534161490683,0.52,5.4,81.1,6.37,70.0,1.48,-0.32
문동주,한화,2022,-0.0,0.2222222222222222,28.2,2.5531914893617023,1.2765957446808511,5.65,71.6,4.66,87.3,1.47,0.23
이태양,한화,2020,-0.01,0.0,8.2,1.5686274509803924,0.9756097560975612,7.27,65.0,4.59,104.2,1.85,-0.22
황영국,한화,2019,-0.02,0.0,4.0,5.454545454545454,1.5,6.75,61.4,7.65,53.4,2.25,-0.12
정인욱,한화,2021,-0.02,0.0,9.1,0.594059405940594,0.6593406593406593,4.82,90.8,8.05,55.4,1.71,-0.19
배영수,한화,2018,-0.03,0.1818181818181818,55.2,3.1125827814569536,0.8514492753623188,6.63,79.9,4.62,115.2,1.51,-0.61
김규연,한화,2022,-0.05,0.0833333333333333,13.2,0.9090909090909092,0.8333333333333334,5.27,76.8,6.27,65.0,2.05,0.06
황영국,한화,2021,-0.06,0.1111111111111111,14.2,1.4851485148514851,1.0563380281690142,5.52,79.3,3.54,126.2,1.77,-0.6
한승주,한화,2022,-0.08,0.0,15.2,2.9268292682926838,0.7894736842105263,6.32,64.1,3.15,129.5,1.85,-0.11
이동걸,한화,2018,-0.08,0.0,2.0,20.0,1.0,18.0,29.4,8.33,65.4,2.5,-0.0
김종수,한화,2019,-0.08,0.0,31.0,0.8459214501510574,0.9032258064516128,5.81,71.3,6.56,63.7,2.03,-0.17
서균,한화,2021,-0.09,0.0,1.2,0.0,0.0,10.8,40.6,6.93,64.1,1.2,-0.19
박윤철,한화,2022,-0.09,0.0,33.1,0.6926406926406926,0.4833836858006042,4.59,88.2,6.58,62.0,1.92,-0.7
송은범,한화,2019,-0.09,0.1351351351351351,35.0,1.1450381679389314,0.4285714285714285,5.14,80.6,5.06,82.2,1.63,-0.19
이도윤,한화,2022,-0.1,0.0,1.1,0.0,0.0,20.25,20.0,3.34,122.1,3.0,0.0
윤규진,한화,2020,-0.1,0.0,3.2,3.636363636363636,1.25,7.36,64.2,5.74,83.6,2.18,-0.05
윤규진,한화,2019,-0.1,0.0,4.1,0.9090909090909092,0.2439024390243902,10.38,39.9,3.63,115.4,1.62,-0.03
김종수,한화,2022,-0.1,0.1346153846153846,45.0,2.132701421800948,1.0,4.4,92.0,4.25,95.9,1.33,-1.98
김민우,한화,2018,-0.12,0.25,99.1,1.776155717761557,0.7366296670030272,6.52,81.2,6.33,84.5,1.75,-1.78
박주홍,한화,2021,-0.12,1.0,3.0,0.3296703296703296,1.0,12.0,36.5,10.33,43.4,3.67,-0.22
남지민,한화,2021,-0.13,0.0,7.1,0.4225352112676057,0.4225352112676057,7.36,59.5,8.38,53.2,2.18,-0.24
장웅정,한화,2021,-0.13,0.0,7.1,1.9047619047619049,0.5633802816901409,9.82,44.6,10.15,43.9,2.32,-0.09
김경태,한화,2018,-0.13,0.0,2.2,0.3921568627450981,0.9090909090909092,16.88,31.4,17.71,30.4,3.38,-0.04
김진영,한화,2018,-0.13,0.0,11.1,2.1951219512195124,0.8108108108108109,7.94,66.7,4.45,119.4,1.5,-0.19
이승관,한화,2022,-0.14,0.0,5.1,0.7317073170731708,0.5882352941176471,10.13,40.0,5.03,81.1,2.25,0.0
한승주,한화,2020,-0.14,0.0,1.2,0.9523809523809524,1.6666666666666667,16.2,29.2,12.56,38.2,3.0,-0.22
신정락,한화,2020,-0.17,0.0,12.0,1.971830985915493,1.1666666666666667,9.0,52.5,5.64,84.9,1.83,-0.23
이충호,한화,2022,-0.17,0.0,4.2,0.7843137254901962,0.9523809523809524,9.64,42.0,8.27,49.3,2.57,-0.16
김도현,한화,2020,-0.17,0.1333333333333333,64.2,0.9297052154195012,0.6386292834890965,6.82,69.3,6.32,75.8,1.84,-1.19
김기탁,한화,2020,-0.18,0.0,7.0,0.5882352941176471,0.4285714285714285,9.0,52.5,6.7,71.6,2.57,-0.03
장민재,한화,2020,-0.19,0.0,57.1,2.442748091603053,0.5604203152364273,6.75,70.0,4.36,109.8,1.73,-2.07
정재원,한화,2018,-0.19,0.0,2.0,0.0,0.0,22.5,23.6,3.83,135.5,3.0,-0.1
박주홍,한화,2018,-0.2,0.0,18.2,1.7821782178217822,0.989010989010989,8.68,61.1,6.62,81.0,1.93,-0.28
심수창,한화,2018,-0.2,0.0,2.1,20.0,0.9523809523809524,15.43,34.3,13.26,41.2,3.0,-0.46
윤형배,한화,2019,-0.2,0.0,3.2,0.6451612903225806,0.625,17.18,24.1,8.31,50.0,3.0,-0.0
김기탁,한화,2021,-0.21,0.2105263157894736,12.1,1.6901408450704227,0.9917355371900828,5.84,75.0,3.33,133.8,1.7,-0.31
윤호솔,한화,2020,-0.21,0.0,6.0,0.6557377049180328,0.6666666666666666,10.5,45.0,9.06,53.0,2.33,-0.39
김기중,한화,2022,-0.21,0.0,12.0,0.7207207207207208,0.6666666666666666,6.0,67.5,9.34,43.7,2.08,-0.58
서균,한화,2019,-0.27,0.0,4.1,0.9677419354838708,0.7317073170731708,14.54,28.5,4.1,102.8,3.0,-0.08
김범수,한화,2019,-0.29,0.0689655172413793,103.0,1.391162029459902,0.8252427184466019,5.68,72.9,5.68,73.1,1.71,-1.5
정우람,한화,2021,-0.3,0.32,44.2,1.5920398009950247,0.7239819004524887,5.64,77.6,4.9,91.0,1.5,-1.27
이재민,한화,2022,-0.35,0.0,2.0,0.0,0.0,36.0,11.2,12.34,33.0,4.0,-0.06
김재영,한화,2022,-0.37,0.0344827586206896,30.0,1.322314049586777,0.5333333333333333,5.4,75.0,4.41,92.8,1.5,-0.66
이태양,한화,2019,-0.39,0.1851851851851851,66.2,4.885496183206107,0.9667673716012084,5.81,71.4,3.76,109.8,1.31,-1.57
이충호,한화,2021,-0.43,0.0,16.1,0.8396946564885497,0.6832298136645962,7.71,56.8,5.72,78.0,2.02,-0.38
김도현,한화,2021,-0.46,0.0,26.0,0.588235294117647,0.5,7.62,57.5,6.33,70.5,2.08,-0.5
박준영,한화,2022,-0.46,0.0,11.0,1.234567901234568,0.9090909090909092,10.64,38.1,4.88,83.4,1.91,-0.48
주현상,한화,2022,-0.47,0.0816326530612244,55.1,2.3404255319148937,0.5989110707803993,6.83,59.3,4.3,95.0,1.5,-0.48
김재영,한화,2019,-0.51,0.0,8.1,1.2903225806451613,0.4938271604938272,12.96,32.0,5.8,71.5,2.04,-0.39
황영국,한화,2020,-0.51,0.1904761904761904,19.1,1.2056737588652482,0.8900523560209423,10.24,46.2,6.14,78.0,2.22,-0.23
오동욱,한화,2020,-0.52,0.0,10.0,0.7042253521126761,0.5,13.5,35.0,9.16,52.4,2.9,-0.39
박주홍,한화,2020,-0.52,0.0,24.2,1.1801242236024845,0.7851239669421488,8.39,56.3,6.6,72.7,1.87,-1.37
임준섭,한화,2020,-0.53,0.1111111111111111,8.2,0.9836065573770492,0.7317073170731708,13.5,35.0,5.75,83.5,2.77,-0.28
임준섭,한화,2021,-0.68,0.0,10.2,1.3580246913580247,1.0784313725490198,10.97,39.9,5.86,76.0,2.53,-0.23
문동욱,한화,2019,-0.89,0.0,15.2,2.9268292682926838,0.7894736842105263,12.06,34.3,5.7,72.5,2.55,-0.63
박주홍,한화,2019,-0.99,0.0434782608695652,38.1,1.120331950207469,0.7086614173228346,7.98,51.9,6.74,61.6,1.96,-1.72
이승관,한화,2021,-1.04,0.0,5.2,0.3105590062111801,0.9615384615384616,27.0,16.2,12.33,36.3,4.77,-0.57
신정락,한화,2021,-1.08,0.1,20.0,0.9271523178807948,0.7,8.55,51.2,6.28,71.0,2.0,-0.78
남지민,한화,2022,-1.22,0.1,89.0,0.9090909090909092,0.4606741573033708,6.37,63.5,5.35,76.2,1.73,-2.02
김민우,한화,2019,-1.23,0.1666666666666666,68.0,1.528239202657807,0.6764705882352942,6.75,61.4,4.79,87.0,1.62,-1.67
윤대경,한화,2022,-1.37,0.2857142857142857,75.1,2.982456140350877,0.6790945406125167,7.41,54.7,3.98,102.6,1.63,-2.23
장시환,한화,2021,-1.38,0.0,69.0,0.9771309771309772,0.6811594202898551,7.04,62.2,4.99,89.5,1.96,-2.32
윌슨,LG,2018,6.31,0.3461538461538461,170.0,4.245014245014245,0.8764705882352941,3.07,164.3,3.63,139.4,1.14,2.72
켈리,LG,2022,5.19,0.5925925925925926,166.1,4.358974358974359,0.9211318482841662,2.54,156.3,2.95,134.7,1.08,3.45
켈리,LG,2021,4.96,0.4333333333333333,177.0,2.362728785357737,0.8022598870056498,3.15,136.8,3.76,115.1,1.24,1.61
소사,LG,2018,4.95,0.3333333333333333,181.1,6.441281138790036,0.9994478188845942,3.52,143.2,3.5,143.3,1.21,0.16
플럿코,LG,2022,4.79,0.5357142857142857,162.0,3.910761154855643,0.9197530864197532,2.39,166.4,3.25,121.6,1.01,2.44
수아레즈,LG,2021,4.43,0.4545454545454545,115.1,3.065693430656934,1.0947002606429193,2.18,197.4,2.77,157.7,1.15,2.6
켈리,LG,2020,4.26,0.5357142857142857,173.1,3.3416458852867827,0.7741190063547083,3.32,139.3,4.09,112.7,1.15,1.64
켈리,LG,2019,3.98,0.4827586206896552,180.1,3.065693430656934,0.6996113270405331,2.55,161.3,3.46,118.7,1.14,2.39
고우석,LG,2019,3.89,0.546875,70.0,2.611683848797251,1.0857142857142856,1.54,266.1,3.22,126.7,1.09,3.58
고우석,LG,2022,3.71,0.6885245901639344,60.2,3.791469194312796,1.32890365448505,1.48,267.9,2.88,136.1,0.96,3.49
윌슨,LG,2019,3.4,0.4666666666666667,185.0,3.178654292343387,0.7405405405405405,2.92,140.6,3.27,125.4,1.16,1.88
정우영,LG,2021,3.21,0.4142857142857143,65.0,1.5708812260536398,0.6307692307692307,2.22,194.7,3.59,123.3,1.06,1.94
고우석,LG,2021,3.13,0.4761904761904761,58.0,2.9437229437229435,1.1724137931034482,2.17,198.6,2.75,157.6,1.21,-0.2
정우영,LG,2020,2.67,0.3846153846153846,75.0,2.027491408934708,0.7866666666666666,3.12,148.3,3.98,117.5,1.03,2.14
정우영,LG,2022,2.17,0.5223880597014925,58.0,1.2461059190031152,0.6896551724137931,2.64,150.7,4.34,92.9,1.38,1.79
김윤식,LG,2022,2.13,0.3478260869565217,114.1,2.988929889298893,0.7099035933391762,3.31,120.2,3.17,126.4,1.33,1.2
김대유,LG,2021,2.09,0.375,50.2,3.708609271523179,1.1155378486055776,2.13,202.4,3.06,142.4,0.93,1.85
이정용,LG,2021,1.88,0.2272727272727272,69.2,3.203463203463204,1.069364161849711,2.97,145.2,2.95,146.9,1.12,1.11
이민호,LG,2020,1.79,0.25,97.2,1.5192743764172336,0.6893004115226338,3.69,125.6,4.48,104.4,1.41,0.54
이우찬,LG,2022,1.54,0.0555555555555555,44.2,1.990521327014218,0.9502262443438914,1.81,219.2,3.45,116.5,1.12,0.82
진해수,LG,2022,1.53,0.1875,45.0,3.1531531531531534,0.7777777777777778,2.2,180.7,2.87,140.8,1.11,1.1
김진성,LG,2022,1.53,0.1791044776119403,58.0,2.443438914027149,0.9310344827586208,3.1,128.1,3.86,102.2,1.14,0.61
임찬규,LG,2020,1.51,0.3846153846153846,147.2,2.119815668202765,0.9375,4.08,113.3,4.34,106.3,1.41,-0.22
정찬헌,LG,2020,1.5,0.3684210526315789,110.1,2.733118971061093,0.7720254314259765,3.51,131.9,4.15,111.4,1.33,0.66
차우찬,LG,2019,1.44,0.4642857142857143,168.1,2.0981387478849407,0.7376561570493754,4.12,99.7,4.31,94.1,1.43,0.19
김대유,LG,2022,1.39,0.2203389830508474,39.2,2.384105960264901,0.9183673469387754,2.27,175.2,3.69,108.8,1.29,0.22
임찬규,LG,2021,1.38,0.0588235294117647,90.2,1.6301703163017032,0.7427937915742794,3.87,111.4,4.28,101.1,1.29,0.15
이민호,LG,2021,1.35,0.3636363636363636,115.0,2.217294900221729,0.8695652173913043,4.3,100.2,4.58,93.7,1.17,0.13
최동환,LG,2020,1.28,0.074074074074074,57.0,3.471074380165289,0.7368421052631579,3.47,133.2,4.19,109.8,1.16,-0.04
이정용,LG,2022,1.16,0.3538461538461538,59.1,2.209944751381215,0.676818950930626,3.19,124.8,3.51,114.4,1.18,-0.22
정찬헌,LG,2018,1.16,0.4090909090909091,65.0,2.0746887966804977,0.7692307692307693,4.85,104.1,4.59,110.3,1.54,-1.7
윌슨,LG,2020,1.1,0.4,144.2,2.78772378516624,0.7558945908460473,4.42,104.8,4.19,110.2,1.38,-0.67
김단우,LG,2019,0.99,0.2051282051282051,65.2,1.4391143911439113,0.598159509202454,3.84,107.0,3.98,103.4,1.37,1.36
최성훈,LG,2021,0.92,0.0652173913043478,40.2,1.7277486910994764,0.8208955223880596,2.43,177.2,3.75,116.2,1.45,-0.22
진해수,LG,2021,0.89,0.1,44.1,2.154696132596685,0.8843537414965986,2.44,177.1,3.51,124.1,1.33,-0.19
최성훈,LG,2022,0.89,0.1333333333333333,33.1,1.6793893129770994,0.6646525679758308,2.16,184.0,3.67,110.4,1.08,0.42
송은범,LG,2020,0.85,0.1454545454545454,56.0,1.4659685863874343,0.5,4.5,102.8,4.61,101.0,1.52,-0.15
진해수,LG,2019,0.83,0.273972602739726,43.0,2.3602484472049685,0.8837209302325582,3.35,122.6,3.5,117.0,1.4,-0.02
차우찬,LG,2018,0.81,0.4137931034482758,170.0,1.7193426042983566,0.8,6.09,82.9,5.83,85.5,1.51,-2.45
최성훈,LG,2020,0.76,0.0416666666666666,33.1,1.4906832298136643,0.7250755287009063,3.51,131.8,3.86,121.8,1.56,-0.14
배재준,LG,2022,0.72,0.0,31.1,1.52317880794702,0.7395498392282958,2.3,173.0,3.69,110.8,1.18,0.43
이정용,LG,2020,0.72,0.1176470588235294,34.0,2.3404255319148937,0.9705882352941176,3.71,124.9,5.32,85.4,1.35,0.45
최동환,LG,2022,0.69,0.0,50.0,1.7543859649122806,0.6,4.14,96.0,4.52,87.5,1.24,0.04
최동환,LG,2018,0.68,0.0357142857142857,37.0,2.5225225225225225,0.7567567567567568,4.62,109.1,5.56,89.5,1.19,-0.01
정찬헌,LG,2021,0.66,0.5,58.0,2.56198347107438,0.5344827586206896,4.03,106.9,4.11,105.0,1.4,0.17
정우영,LG,2019,0.66,0.3035714285714285,65.1,1.890547263681592,0.5837173579109064,3.72,110.4,3.69,111.6,1.18,0.63
고우석,LG,2020,0.65,0.45,41.2,2.670157068062827,1.2378640776699028,4.1,112.8,3.17,146.5,1.34,0.38
임준형,LG,2021,0.65,0.25,23.0,5.121951219512195,0.9130434782608696,3.13,137.8,2.42,183.4,1.22,0.46
백승현,LG,2021,0.61,0.0625,16.2,2.439024390243903,0.617283950617284,2.16,199.7,3.21,138.1,1.02,0.51
류제국,LG,2019,0.59,0.0,53.1,1.1877394636015326,0.583804143126177,4.22,97.3,5.09,79.9,1.56,-0.58
진해수,LG,2020,0.58,0.2894736842105263,50.0,2.554112554112554,1.18,4.32,107.1,3.48,133.3,1.54,-0.37
김윤식,LG,2021,0.53,0.03125,66.2,1.5512465373961215,0.8459214501510574,4.32,99.8,4.04,108.1,1.52,-0.54
최성훈,LG,2018,0.46,0.125,16.2,1.5384615384615383,0.8641975308641976,3.78,133.5,6.89,71.7,1.56,-0.61
송은범,LG,2021,0.43,0.1142857142857142,37.1,1.450381679389313,0.5121293800539083,4.1,105.3,3.79,116.0,1.26,0.37
함덕주,LG,2022,0.42,0.0,12.2,1.1711711711711712,1.0655737704918034,2.13,186.5,4.13,99.2,1.58,-0.06
배재준,LG,2018,0.41,0.0,38.2,2.0398009950248754,1.0732984293193717,4.42,114.1,4.35,115.9,1.4,-0.48
임찬규,LG,2018,0.4,0.4074074074074074,146.2,2.653927813163482,0.8549931600547196,5.77,87.5,5.37,92.6,1.65,-2.78
김영준,LG,2022,0.38,0.0,9.2,1.707317073170732,0.7608695652173914,1.86,213.5,5.41,73.4,1.24,0.3
김지용,LG,2018,0.35,0.2916666666666667,47.0,4.615384615384616,0.8936170212765957,5.36,94.1,5.45,90.3,1.3,-1.45
배민관,LG,2018,0.34,0.0,11.0,2.682926829268293,1.0,1.64,308.3,3.47,148.9,1.18,0.02
문광은,LG,2019,0.33,0.125,33.0,1.984732824427481,0.7878787878787878,4.09,100.4,4.28,94.7,1.46,0.92
배재준,LG,2021,0.3,0.0,32.2,1.7557251908396947,0.7142857142857142,4.13,104.4,3.79,115.7,1.68,-0.48
여건욱,LG,2018,0.3,0.0,22.2,1.851851851851852,0.6756756756756757,4.76,105.9,4.54,112.5,1.54,-0.15
여건욱,LG,2019,0.29,0.0,29.2,2.9629629629629632,0.8219178082191781,3.94,104.1,3.57,114.0,1.45,-0.22
이상영,LG,2021,0.29,0.0,50.0,0.9345794392523364,0.6,4.32,99.8,6.35,67.7,1.6,-0.34
송은범,LG,2022,0.28,0.08,26.2,1.2871287128712872,0.4961832061068702,4.05,98.1,4.95,79.8,1.46,0.0
이지강,LG,2022,0.25,0.0,11.0,0.4580152671755725,0.5454545454545454,4.91,81.0,5.79,70.6,2.27,0.14
김영준,LG,2018,0.24,0.0,20.2,1.0596026490066226,0.7920792079207921,4.35,115.8,6.79,74.0,1.65,-0.21
채지선,LG,2021,0.24,0.0,17.1,0.8955223880597014,1.0526315789473684,3.12,138.5,4.72,93.9,2.02,-0.1
차우찬,LG,2020,0.21,0.3846153846153846,64.0,1.8149466192170816,0.796875,5.34,86.6,4.95,92.8,1.55,-0.01
남호,LG,2020,0.21,0.0,18.1,1.15702479338843,0.7734806629834253,3.93,117.8,4.87,96.1,1.36,-0.16
함덕주,LG,2021,0.2,0.0769230769230769,21.0,1.3740458015267176,0.8571428571428571,4.29,100.6,5.0,86.3,1.57,-0.43
이우찬,LG,2019,0.16,0.1176470588235294,91.0,0.8774583963691377,0.6373626373626373,4.85,84.7,5.12,80.1,1.58,-0.14
임찬규,LG,2019,0.15,0.1176470588235294,88.2,1.561822125813449,0.8163265306122449,4.97,82.5,5.04,80.3,1.47,-1.21
강정현,LG,2019,0.15,0.0,10.2,1.3114754098360657,0.7843137254901962,5.06,81.1,7.81,51.0,1.41,0.13
한선태,LG,2019,0.1,0.0,7.1,3.636363636363636,0.5633802816901409,3.68,111.5,3.13,132.8,0.96,0.01
전인환,LG,2018,0.1,0.0,5.2,1.2903225806451613,0.7692307692307692,4.76,105.9,4.01,128.7,1.77,-0.0
오석주,LG,2022,0.1,0.0,3.2,20.0,0.625,2.45,161.9,5.79,65.8,1.09,-0.15
강효종,LG,2022,0.09,1.0,5.0,0.9756097560975612,0.8,3.6,110.4,4.14,99.0,1.8,0.05
성재헌,LG,2020,0.09,0.0,4.1,0.9090909090909092,0.2439024390243902,4.15,111.4,4.48,106.0,1.62,0.06
손주영,LG,2022,0.07,0.0,12.2,0.9876543209876544,0.6557377049180328,4.97,79.9,4.68,87.2,1.42,-0.09
윤지웅,LG,2018,0.06,0.0,6.1,1.2903225806451613,0.6557377049180328,4.26,118.3,5.41,95.4,1.9,-0.23
고효준,LG,2021,0.04,0.0,2.1,10.0,0.4761904761904761,3.86,111.8,2.48,180.1,1.29,-0.14
오석주,LG,2019,0.04,0.0,5.0,1.2903225806451613,0.8,5.4,76.0,8.8,44.8,1.8,-0.0
정찬헌,LG,2019,0.04,0.4615384615384615,10.0,1.8032786885245904,1.1,1.8,228.1,3.0,138.1,1.7,-0.3
김진수,LG,2021,0.03,0.0,2.1,20.0,0.9523809523809524,3.86,111.8,1.62,276.3,0.86,-0.04
이찬혁,LG,2020,0.02,0.0,3.1,0.3225806451612903,0.3225806451612903,5.4,85.7,10.46,43.7,2.1,0.0
송승기,LG,2022,0.02,0.0,8.1,1.639344262295082,1.234567901234568,5.4,73.6,4.66,84.7,1.8,-0.31
임지섭,LG,2019,0.01,0.0,6.2,1.1111111111111112,1.4516129032258065,2.7,152.0,4.75,86.7,1.95,-0.46
신정락,LG,2018,0.01,0.1041666666666666,50.2,3.2748538011695905,1.1155378486055776,5.86,86.1,4.27,117.5,1.5,-1.14
김태형,LG,2018,0.01,0.0,1.2,0.9090909090909092,0.8333333333333334,5.4,93.4,12.23,39.7,1.8,-0.07
유원석,LG,2019,0.0,0.0,3.1,0.7843137254901962,1.2903225806451613,5.4,76.0,9.4,42.6,2.1,0.04
류원석,LG,2021,0.0,0.0,6.0,0.8791208791208791,1.3333333333333333,6.0,71.9,5.67,78.0,1.67,0.04
고우석,LG,2018,-0.01,0.0535714285714285,67.0,1.1859838274932617,0.6567164179104478,5.91,85.3,6.34,79.0,1.58,-2.2
오석주,LG,2021,-0.03,0.0,8.1,1.1475409836065575,0.8641975308641976,6.48,66.6,3.81,116.4,1.8,-0.05
심수창,LG,2019,-0.04,0.0,11.2,1.6901408450704227,1.0714285714285714,6.17,66.5,4.26,95.2,2.06,0.0
차우찬,LG,2021,-0.08,0.4,22.1,0.916030534351145,0.5429864253393665,5.24,82.3,5.57,77.8,1.3,-0.36
문광은,LG,2020,-0.08,0.0,4.0,1.9047619047619049,1.0,11.25,41.1,6.31,71.5,2.25,-0.0
백청훈,LG,2020,-0.08,0.0,1.1,0.0,0.0,20.25,22.9,13.31,33.1,3.0,-0.01
정용운,LG,2020,-0.1,0.0,1.2,2.727272727272727,2.5,16.2,28.6,1.76,269.2,2.4,0.0
임찬규,LG,2022,-0.1,0.2608695652173913,103.2,1.918158567774936,0.7267441860465116,5.04,78.9,4.48,88.4,1.47,-0.78
이상규,LG,2021,-0.1,0.0,6.0,1.9047619047619049,0.6666666666666666,9.0,47.9,5.67,75.1,1.67,0.02
이우찬,LG,2020,-0.11,0.0,4.2,0.5633802816901409,0.9523809523809524,11.57,40.0,10.41,44.2,3.43,-0.03
김지용,LG,2020,-0.14,0.0,3.2,1.9047619047619049,1.25,14.73,31.4,6.56,68.6,1.91,0.01
이상영,LG,2019,-0.16,0.0,2.2,10.0,0.4545454545454545,16.88,24.3,8.65,45.6,3.38,-0.01
허준혁,LG,2022,-0.16,0.0,4.2,1.9047619047619049,0.9523809523809524,9.64,41.2,11.27,33.4,2.79,-0.04
최동환,LG,2021,-0.16,0.0,5.2,0.4878048780487805,0.3846153846153846,9.53,45.3,5.8,76.1,1.77,0.0
손주영,LG,2018,-0.17,0.0,11.2,0.4964539007092198,0.625,8.49,59.4,6.75,76.2,2.31,-0.33
최동환,LG,2019,-0.18,0.0,23.0,1.1711711711711712,0.5652173913043478,6.65,61.7,6.23,64.6,1.57,-0.3
이상규,LG,2020,-0.2,0.1785714285714285,31.0,0.8530805687203791,0.5806451612903226,6.68,69.3,6.2,74.5,2.13,-0.98
김대유,LG,2020,-0.21,0.0,2.1,0.9090909090909092,0.4761904761904761,23.14,20.0,5.27,89.7,2.57,-0.04
김단우,LG,2020,-0.21,0.0909090909090909,32.1,1.2121212121212122,0.8722741433021807,5.85,79.2,6.37,71.7,1.86,-0.45
문광은,LG,2018,-0.24,0.0,6.2,0.9803921568627452,0.8064516129032258,12.15,41.5,10.43,46.9,2.4,0.03
여건욱,LG,2020,-0.27,0.12,27.2,4.390243902439025,0.6617647058823529,7.16,64.7,6.77,66.3,1.45,-0.94
송은범,LG,2019,-0.27,0.1923076923076923,25.0,2.0792079207920797,0.84,5.4,76.0,3.96,102.6,1.84,-0.71
이우찬,LG,2021,-0.28,0.0,34.0,1.0756972111553784,0.7941176470588235,5.56,77.6,5.19,83.5,1.79,-0.54
김단우,LG,2021,-0.28,0.0,3.2,1.2903225806451613,1.25,12.27,35.1,11.51,36.1,2.73,-0.06
김윤식,LG,2020,-0.28,0.1666666666666666,67.2,1.5767634854771784,0.5654761904761905,6.25,74.0,5.11,90.5,1.64,-1.24
임준형,LG,2022,-0.31,0.2,30.0,1.8439716312056735,0.8666666666666667,6.0,66.2,4.17,95.7,1.67,-0.96
장원삼,LG,2019,-0.32,0.0,14.2,2.258064516129032,0.4929577464788732,7.98,51.5,6.13,65.2,1.57,-0.5
배재준,LG,2019,-0.34,0.25,62.0,1.3293051359516617,0.7096774193548387,5.23,78.6,4.6,89.1,1.52,-0.63
이동현,LG,2018,-0.47,0.1111111111111111,36.1,3.23943661971831,0.6371191135734072,7.93,63.6,5.54,89.9,1.54,-0.34
진해수,LG,2018,-0.49,0.2121212121212121,43.2,2.8244274809160306,0.8564814814814814,7.21,69.9,5.25,94.7,1.74,-1.46
